"clone_id","seq_count","seq_freq"
"895",4,0.00297397769516729
"1031",3,0.00223048327137546
"145",3,0.00223048327137546
"242",3,0.00223048327137546
"419",3,0.00223048327137546
"576",3,0.00223048327137546
"703",3,0.00223048327137546
"1007",2,0.00148698884758364
"103",2,0.00148698884758364
"1033",2,0.00148698884758364
"1045",2,0.00148698884758364
"1046",2,0.00148698884758364
"1052",2,0.00148698884758364
"1058",2,0.00148698884758364
"1063",2,0.00148698884758364
"1073",2,0.00148698884758364
"1074",2,0.00148698884758364
"1076",2,0.00148698884758364
"1077",2,0.00148698884758364
"1079",2,0.00148698884758364
"1086",2,0.00148698884758364
"1089",2,0.00148698884758364
"1092",2,0.00148698884758364
"1099",2,0.00148698884758364
"1100",2,0.00148698884758364
"1104",2,0.00148698884758364
"1105",2,0.00148698884758364
"1106",2,0.00148698884758364
"1110",2,0.00148698884758364
"1114",2,0.00148698884758364
"112",2,0.00148698884758364
"1122",2,0.00148698884758364
"1128",2,0.00148698884758364
"115",2,0.00148698884758364
"119",2,0.00148698884758364
"120",2,0.00148698884758364
"121",2,0.00148698884758364
"125",2,0.00148698884758364
"134",2,0.00148698884758364
"135",2,0.00148698884758364
"142",2,0.00148698884758364
"143",2,0.00148698884758364
"144",2,0.00148698884758364
"146",2,0.00148698884758364
"148",2,0.00148698884758364
"153",2,0.00148698884758364
"156",2,0.00148698884758364
"161",2,0.00148698884758364
"162",2,0.00148698884758364
"172",2,0.00148698884758364
"188",2,0.00148698884758364
"193",2,0.00148698884758364
"201",2,0.00148698884758364
"214",2,0.00148698884758364
"220",2,0.00148698884758364
"225",2,0.00148698884758364
"228",2,0.00148698884758364
"229",2,0.00148698884758364
"230",2,0.00148698884758364
"236",2,0.00148698884758364
"237",2,0.00148698884758364
"247",2,0.00148698884758364
"26",2,0.00148698884758364
"260",2,0.00148698884758364
"269",2,0.00148698884758364
"277",2,0.00148698884758364
"279",2,0.00148698884758364
"284",2,0.00148698884758364
"29",2,0.00148698884758364
"298",2,0.00148698884758364
"30",2,0.00148698884758364
"302",2,0.00148698884758364
"306",2,0.00148698884758364
"308",2,0.00148698884758364
"323",2,0.00148698884758364
"326",2,0.00148698884758364
"332",2,0.00148698884758364
"333",2,0.00148698884758364
"334",2,0.00148698884758364
"335",2,0.00148698884758364
"356",2,0.00148698884758364
"369",2,0.00148698884758364
"37",2,0.00148698884758364
"373",2,0.00148698884758364
"377",2,0.00148698884758364
"398",2,0.00148698884758364
"406",2,0.00148698884758364
"407",2,0.00148698884758364
"413",2,0.00148698884758364
"420",2,0.00148698884758364
"421",2,0.00148698884758364
"427",2,0.00148698884758364
"429",2,0.00148698884758364
"433",2,0.00148698884758364
"434",2,0.00148698884758364
"435",2,0.00148698884758364
"437",2,0.00148698884758364
"438",2,0.00148698884758364
"448",2,0.00148698884758364
"449",2,0.00148698884758364
"450",2,0.00148698884758364
"451",2,0.00148698884758364
"452",2,0.00148698884758364
"458",2,0.00148698884758364
"473",2,0.00148698884758364
"476",2,0.00148698884758364
"48",2,0.00148698884758364
"482",2,0.00148698884758364
"488",2,0.00148698884758364
"489",2,0.00148698884758364
"493",2,0.00148698884758364
"506",2,0.00148698884758364
"507",2,0.00148698884758364
"509",2,0.00148698884758364
"514",2,0.00148698884758364
"525",2,0.00148698884758364
"533",2,0.00148698884758364
"540",2,0.00148698884758364
"541",2,0.00148698884758364
"549",2,0.00148698884758364
"550",2,0.00148698884758364
"551",2,0.00148698884758364
"560",2,0.00148698884758364
"575",2,0.00148698884758364
"577",2,0.00148698884758364
"588",2,0.00148698884758364
"592",2,0.00148698884758364
"593",2,0.00148698884758364
"598",2,0.00148698884758364
"601",2,0.00148698884758364
"602",2,0.00148698884758364
"613",2,0.00148698884758364
"614",2,0.00148698884758364
"635",2,0.00148698884758364
"637",2,0.00148698884758364
"639",2,0.00148698884758364
"642",2,0.00148698884758364
"646",2,0.00148698884758364
"652",2,0.00148698884758364
"674",2,0.00148698884758364
"676",2,0.00148698884758364
"688",2,0.00148698884758364
"689",2,0.00148698884758364
"693",2,0.00148698884758364
"697",2,0.00148698884758364
"704",2,0.00148698884758364
"705",2,0.00148698884758364
"706",2,0.00148698884758364
"707",2,0.00148698884758364
"71",2,0.00148698884758364
"715",2,0.00148698884758364
"717",2,0.00148698884758364
"721",2,0.00148698884758364
"727",2,0.00148698884758364
"728",2,0.00148698884758364
"730",2,0.00148698884758364
"737",2,0.00148698884758364
"766",2,0.00148698884758364
"774",2,0.00148698884758364
"780",2,0.00148698884758364
"781",2,0.00148698884758364
"784",2,0.00148698884758364
"785",2,0.00148698884758364
"802",2,0.00148698884758364
"804",2,0.00148698884758364
"811",2,0.00148698884758364
"814",2,0.00148698884758364
"819",2,0.00148698884758364
"82",2,0.00148698884758364
"820",2,0.00148698884758364
"830",2,0.00148698884758364
"833",2,0.00148698884758364
"834",2,0.00148698884758364
"835",2,0.00148698884758364
"845",2,0.00148698884758364
"858",2,0.00148698884758364
"870",2,0.00148698884758364
"875",2,0.00148698884758364
"878",2,0.00148698884758364
"889",2,0.00148698884758364
"892",2,0.00148698884758364
"894",2,0.00148698884758364
"910",2,0.00148698884758364
"911",2,0.00148698884758364
"913",2,0.00148698884758364
"914",2,0.00148698884758364
"917",2,0.00148698884758364
"927",2,0.00148698884758364
"935",2,0.00148698884758364
"937",2,0.00148698884758364
"939",2,0.00148698884758364
"941",2,0.00148698884758364
"959",2,0.00148698884758364
"969",2,0.00148698884758364
"97",2,0.00148698884758364
"972",2,0.00148698884758364
"98",2,0.00148698884758364
"982",2,0.00148698884758364
"983",2,0.00148698884758364
"992",2,0.00148698884758364
"993",2,0.00148698884758364
"994",2,0.00148698884758364
"999",2,0.00148698884758364
"1",1,0.000743494423791822
"10",1,0.000743494423791822
"100",1,0.000743494423791822
"1000",1,0.000743494423791822
"1001",1,0.000743494423791822
"1002",1,0.000743494423791822
"1003",1,0.000743494423791822
"1004",1,0.000743494423791822
"1005",1,0.000743494423791822
"1006",1,0.000743494423791822
"1008",1,0.000743494423791822
"1009",1,0.000743494423791822
"101",1,0.000743494423791822
"1010",1,0.000743494423791822
"1011",1,0.000743494423791822
"1012",1,0.000743494423791822
"1013",1,0.000743494423791822
"1014",1,0.000743494423791822
"1015",1,0.000743494423791822
"1016",1,0.000743494423791822
"1017",1,0.000743494423791822
"1018",1,0.000743494423791822
"1019",1,0.000743494423791822
"102",1,0.000743494423791822
"1020",1,0.000743494423791822
"1021",1,0.000743494423791822
"1022",1,0.000743494423791822
"1023",1,0.000743494423791822
"1024",1,0.000743494423791822
"1025",1,0.000743494423791822
"1026",1,0.000743494423791822
"1027",1,0.000743494423791822
"1028",1,0.000743494423791822
"1029",1,0.000743494423791822
"1030",1,0.000743494423791822
"1032",1,0.000743494423791822
"1034",1,0.000743494423791822
"1035",1,0.000743494423791822
"1036",1,0.000743494423791822
"1037",1,0.000743494423791822
"1038",1,0.000743494423791822
"1039",1,0.000743494423791822
"104",1,0.000743494423791822
"1040",1,0.000743494423791822
"1041",1,0.000743494423791822
"1042",1,0.000743494423791822
"1043",1,0.000743494423791822
"1044",1,0.000743494423791822
"1047",1,0.000743494423791822
"1048",1,0.000743494423791822
"1049",1,0.000743494423791822
"105",1,0.000743494423791822
"1050",1,0.000743494423791822
"1051",1,0.000743494423791822
"1053",1,0.000743494423791822
"1054",1,0.000743494423791822
"1055",1,0.000743494423791822
"1056",1,0.000743494423791822
"1057",1,0.000743494423791822
"1059",1,0.000743494423791822
"106",1,0.000743494423791822
"1060",1,0.000743494423791822
"1061",1,0.000743494423791822
"1062",1,0.000743494423791822
"1064",1,0.000743494423791822
"1065",1,0.000743494423791822
"1066",1,0.000743494423791822
"1067",1,0.000743494423791822
"1068",1,0.000743494423791822
"1069",1,0.000743494423791822
"107",1,0.000743494423791822
"1070",1,0.000743494423791822
"1071",1,0.000743494423791822
"1072",1,0.000743494423791822
"1075",1,0.000743494423791822
"1078",1,0.000743494423791822
"108",1,0.000743494423791822
"1080",1,0.000743494423791822
"1081",1,0.000743494423791822
"1082",1,0.000743494423791822
"1083",1,0.000743494423791822
"1084",1,0.000743494423791822
"1085",1,0.000743494423791822
"1087",1,0.000743494423791822
"1088",1,0.000743494423791822
"109",1,0.000743494423791822
"1090",1,0.000743494423791822
"1091",1,0.000743494423791822
"1093",1,0.000743494423791822
"1094",1,0.000743494423791822
"1095",1,0.000743494423791822
"1096",1,0.000743494423791822
"1097",1,0.000743494423791822
"1098",1,0.000743494423791822
"11",1,0.000743494423791822
"110",1,0.000743494423791822
"1101",1,0.000743494423791822
"1102",1,0.000743494423791822
"1103",1,0.000743494423791822
"1107",1,0.000743494423791822
"1108",1,0.000743494423791822
"1109",1,0.000743494423791822
"111",1,0.000743494423791822
"1111",1,0.000743494423791822
"1112",1,0.000743494423791822
"1113",1,0.000743494423791822
"1115",1,0.000743494423791822
"1116",1,0.000743494423791822
"1117",1,0.000743494423791822
"1118",1,0.000743494423791822
"1119",1,0.000743494423791822
"1120",1,0.000743494423791822
"1121",1,0.000743494423791822
"1123",1,0.000743494423791822
"1124",1,0.000743494423791822
"1125",1,0.000743494423791822
"1126",1,0.000743494423791822
"1127",1,0.000743494423791822
"1129",1,0.000743494423791822
"113",1,0.000743494423791822
